"Time","limits","requests","usage"
2021-03-08 16:03:10,5502958624,2883584000,312320000
2021-03-08 16:03:15,5502958624,2883584000,312320000
2021-03-08 16:03:20,5502958624,2883584000,312320000
2021-03-08 16:03:25,5502958624,2883584000,312320000
2021-03-08 16:03:30,5502958624,2883584000,312320000
2021-03-08 16:03:35,5502958624,2883584000,312320000
2021-03-08 16:03:40,5502958624,2883584000,332304384
2021-03-08 16:03:45,5502958624,2883584000,332304384
2021-03-08 16:03:50,5502958624,2883584000,332304384
2021-03-08 16:03:55,5502958624,2883584000,332304384
2021-03-08 16:04:00,5502958624,2883584000,332304384
2021-03-08 16:04:05,5502958624,2883584000,332304384
2021-03-08 16:04:10,5502958624,2883584000,325885952
2021-03-08 16:04:15,5502958624,2883584000,325885952
2021-03-08 16:04:20,5502958624,2883584000,325885952
2021-03-08 16:04:25,5502958624,2883584000,325885952
2021-03-08 16:04:30,5502958624,2883584000,325885952
2021-03-08 16:04:35,5502958624,2883584000,325885952
2021-03-08 16:04:40,5502958624,2883584000,336056320
2021-03-08 16:04:45,5502958624,2883584000,336056320
2021-03-08 16:04:50,5502958624,2883584000,336056320
2021-03-08 16:04:55,5502958624,2883584000,336056320
2021-03-08 16:05:00,5502958624,2883584000,336056320
2021-03-08 16:05:05,5502958624,2883584000,336056320
2021-03-08 16:05:10,5502958624,2883584000,349253632
2021-03-08 16:05:15,5502958624,2883584000,349253632
2021-03-08 16:05:20,5502958624,2883584000,349253632
2021-03-08 16:05:25,5502958624,2883584000,349253632
2021-03-08 16:05:30,5502958624,2883584000,349253632
2021-03-08 16:05:35,5502958624,2883584000,349253632
2021-03-08 16:05:40,5502958624,2883584000,352731136
2021-03-08 16:05:45,5502958624,2883584000,352731136
2021-03-08 16:05:50,5502958624,2883584000,352731136
2021-03-08 16:05:55,5502958624,2883584000,352731136
2021-03-08 16:06:00,5502958624,2883584000,352731136
2021-03-08 16:06:05,5502958624,2883584000,352731136
2021-03-08 16:06:10,5502958624,2883584000,358768640
2021-03-08 16:06:15,5502958624,2883584000,358768640
2021-03-08 16:06:20,5502958624,2883584000,358768640
2021-03-08 16:06:25,5502958624,2883584000,358768640
2021-03-08 16:06:30,5502958624,2883584000,358768640
2021-03-08 16:06:35,5502958624,2883584000,358768640
2021-03-08 16:06:40,5502958624,2883584000,364126208
2021-03-08 16:06:45,5502958624,2883584000,364126208
2021-03-08 16:06:50,5502958624,2883584000,364126208
2021-03-08 16:06:55,5502958624,2883584000,364126208
2021-03-08 16:07:00,5502958624,2883584000,364126208
2021-03-08 16:07:05,5502958624,2883584000,364126208
2021-03-08 16:07:10,5502958624,2883584000,367058944
2021-03-08 16:07:15,5502958624,2883584000,367058944
2021-03-08 16:07:20,5502958624,2883584000,367058944
2021-03-08 16:07:25,5502958624,2883584000,367058944
2021-03-08 16:07:30,5502958624,2883584000,367058944
2021-03-08 16:07:35,5502958624,2883584000,367058944
2021-03-08 16:07:40,5502958624,2883584000,369754112
2021-03-08 16:07:45,5502958624,2883584000,369754112
2021-03-08 16:07:50,5502958624,2883584000,369754112
2021-03-08 16:07:55,5502958624,2883584000,369754112
2021-03-08 16:08:00,5502958624,2883584000,369754112
2021-03-08 16:08:05,5502958624,2883584000,369754112
2021-03-08 16:08:10,5502958624,2883584000,378286080
2021-03-08 16:08:15,5502958624,2883584000,378286080
2021-03-08 16:08:20,5502958624,2883584000,378286080
2021-03-08 16:08:25,5502958624,2883584000,378286080
2021-03-08 16:08:30,5502958624,2883584000,378286080
2021-03-08 16:08:35,5502958624,2883584000,378286080
2021-03-08 16:08:40,5502958624,2883584000,398348288
2021-03-08 16:08:45,5502958624,2883584000,398348288
2021-03-08 16:08:50,5502958624,2883584000,398348288
2021-03-08 16:08:55,5502958624,2883584000,398348288
2021-03-08 16:09:00,5502958624,2883584000,398348288
2021-03-08 16:09:05,5502958624,2883584000,398348288
2021-03-08 16:09:10,5502958624,2883584000,395669504
2021-03-08 16:09:15,5502958624,2883584000,395669504
2021-03-08 16:09:20,5502958624,2883584000,395669504
2021-03-08 16:09:25,5502958624,2883584000,395669504
2021-03-08 16:09:30,5502958624,2883584000,395669504
2021-03-08 16:09:35,5502958624,2883584000,395669504
2021-03-08 16:09:40,5502958624,2883584000,401858560
2021-03-08 16:09:45,5502958624,2883584000,401858560
2021-03-08 16:09:50,5502958624,2883584000,401858560
2021-03-08 16:09:55,5502958624,2883584000,401858560
2021-03-08 16:10:00,5502958624,2883584000,401858560
2021-03-08 16:10:05,5502958624,2883584000,401858560
2021-03-08 16:10:10,5502958624,2883584000,418299904
2021-03-08 16:10:15,5502958624,2883584000,418299904
2021-03-08 16:10:20,5502958624,2883584000,418299904
2021-03-08 16:10:25,5502958624,2883584000,418299904
2021-03-08 16:10:30,5502958624,2883584000,418299904
2021-03-08 16:10:35,5502958624,2883584000,418299904
2021-03-08 16:10:40,5502958624,2883584000,442945536
2021-03-08 16:10:45,5502958624,2883584000,442945536
2021-03-08 16:10:50,5502958624,2883584000,442945536
2021-03-08 16:10:55,5502958624,2883584000,442945536
2021-03-08 16:11:00,5502958624,2883584000,442945536
2021-03-08 16:11:05,5502958624,2883584000,442945536
2021-03-08 16:11:10,5502958624,2883584000,450654208
2021-03-08 16:11:15,5502958624,2883584000,450654208
2021-03-08 16:11:20,5502958624,2883584000,450654208
2021-03-08 16:11:25,5502958624,2883584000,450654208
2021-03-08 16:11:30,5502958624,2883584000,450654208
2021-03-08 16:11:35,5502958624,2883584000,450654208
2021-03-08 16:11:40,5502958624,2883584000,452792320
2021-03-08 16:11:45,5502958624,2883584000,452792320
2021-03-08 16:11:50,5502958624,2883584000,452792320
2021-03-08 16:11:55,5502958624,2883584000,452792320
2021-03-08 16:12:00,5502958624,2883584000,452792320
2021-03-08 16:12:05,5502958624,2883584000,452792320
2021-03-08 16:12:10,5502958624,2883584000,458121216
2021-03-08 16:12:15,5502958624,2883584000,458121216
2021-03-08 16:12:20,5502958624,2883584000,458121216
2021-03-08 16:12:25,5502958624,2883584000,458121216
2021-03-08 16:12:30,5502958624,2883584000,458121216
2021-03-08 16:12:35,5502958624,2883584000,458121216
2021-03-08 16:12:40,5502958624,2883584000,462704640
2021-03-08 16:12:45,5502958624,2883584000,462704640
2021-03-08 16:12:50,5502958624,2883584000,462704640
2021-03-08 16:12:55,5502958624,2883584000,462704640
2021-03-08 16:13:00,5502958624,2883584000,462704640
2021-03-08 16:13:05,5502958624,2883584000,462704640
2021-03-08 16:13:10,5502958624,2883584000,470171648
2021-03-08 16:13:15,5502958624,2883584000,470171648
2021-03-08 16:13:20,5502958624,2883584000,470171648
2021-03-08 16:13:25,5502958624,2883584000,470171648
2021-03-08 16:13:30,5502958624,2883584000,470171648
2021-03-08 16:13:35,5502958624,2883584000,470171648
2021-03-08 16:13:40,5502958624,2883584000,469716992
2021-03-08 16:13:45,5502958624,2883584000,469716992
2021-03-08 16:13:50,5502958624,2883584000,469716992
2021-03-08 16:13:55,5502958624,2883584000,469716992
2021-03-08 16:14:00,5502958624,2883584000,469716992
2021-03-08 16:14:05,5502958624,2883584000,469716992
2021-03-08 16:14:10,5502958624,2883584000,473182208
2021-03-08 16:14:15,5502958624,2883584000,473182208
2021-03-08 16:14:20,5502958624,2883584000,473182208
