"Time","requests","limits","exponential","usage"
2021-05-06 18:24:35,,,,
2021-05-06 18:24:40,,,,
2021-05-06 18:24:45,,,,
2021-05-06 18:24:50,,,,
2021-05-06 18:24:55,,,,
2021-05-06 18:25:00,,,,
2021-05-06 18:25:05,,,,
2021-05-06 18:25:10,,,,
2021-05-06 18:25:15,,,,
2021-05-06 18:25:20,,,,
2021-05-06 18:25:25,,,,0.0278
2021-05-06 18:25:30,,,0,0.0278
2021-05-06 18:25:35,,,0,0.0278
2021-05-06 18:25:40,,,0,0.0278
2021-05-06 18:25:45,,,0,0.0278
2021-05-06 18:25:50,,,0,0.0278
2021-05-06 18:25:55,,,0,0.0327
2021-05-06 18:26:00,,,0,0.0327
2021-05-06 18:26:05,,,0,0.0327
2021-05-06 18:26:10,,,0,0.0327
2021-05-06 18:26:15,,,0,0.0327
2021-05-06 18:26:20,,,0,0.0327
2021-05-06 18:26:25,,,0,0.0473
2021-05-06 18:26:30,,,0,0.0473
2021-05-06 18:26:35,,,0,0.0473
2021-05-06 18:26:40,,,0,0.0473
2021-05-06 18:26:45,,,0,0.0473
2021-05-06 18:26:50,,,0,0.0473
2021-05-06 18:26:55,,,0,0.0766
2021-05-06 18:27:00,,,0,0.0766
2021-05-06 18:27:05,,,0,0.0766
2021-05-06 18:27:10,,,0,0.0766
2021-05-06 18:27:15,,,0,0.0766
2021-05-06 18:27:20,,,0,0.0766
2021-05-06 18:27:25,,,0,0.113
2021-05-06 18:27:30,,,0,0.113
2021-05-06 18:27:35,,,0.113,0.113
2021-05-06 18:27:40,,,0.113,0.113
2021-05-06 18:27:45,,,0.113,0.113
2021-05-06 18:27:50,,,0.113,0.113
2021-05-06 18:27:55,,,0.113,0.155
2021-05-06 18:28:00,,,0.113,0.155
2021-05-06 18:28:05,,,0.113,0.155
2021-05-06 18:28:10,,,0.113,0.155
2021-05-06 18:28:15,,,0.113,0.155
2021-05-06 18:28:20,,,0.113,0.155
2021-05-06 18:28:25,,,0.113,0.208
2021-05-06 18:28:30,,,0.113,0.208
2021-05-06 18:28:35,,,0.113,0.208
2021-05-06 18:28:40,,,0.113,0.208
2021-05-06 18:28:45,,,0.113,0.208
2021-05-06 18:28:50,,,0.113,0.208
2021-05-06 18:28:55,,,0.113,0.273
2021-05-06 18:29:00,,,0.113,0.273
2021-05-06 18:29:05,,,0.113,0.273
2021-05-06 18:29:10,,,0.113,0.273
2021-05-06 18:29:15,,,0.113,0.273
2021-05-06 18:29:20,,,0.113,0.273
2021-05-06 18:29:25,,,0.113,0.340
2021-05-06 18:29:30,,,0.113,0.340
2021-05-06 18:29:35,,,0.113,0.340
2021-05-06 18:29:40,,,0.113,0.340
2021-05-06 18:29:45,,,0.113,0.340
2021-05-06 18:29:50,,,0.113,0.340
2021-05-06 18:29:55,,,0.113,0.400
2021-05-06 18:30:00,,,0.113,0.400
2021-05-06 18:30:05,,,0.113,0.400
2021-05-06 18:30:10,,,0.113,0.400
2021-05-06 18:30:15,,,0.113,0.400
2021-05-06 18:30:20,,,0.113,0.400
2021-05-06 18:30:25,,,0.113,0.476
2021-05-06 18:30:30,,,0.113,0.476
2021-05-06 18:30:35,,,0.475,0.476
2021-05-06 18:30:40,,,0.475,0.476
2021-05-06 18:30:45,,,0.475,0.476
2021-05-06 18:30:50,,,0.475,0.476
2021-05-06 18:30:55,,,0.475,0.563
2021-05-06 18:31:00,,,0.475,0.563
2021-05-06 18:31:05,,,0.475,0.563
2021-05-06 18:31:10,,,0.475,0.563
2021-05-06 18:31:15,,,0.475,0.563
2021-05-06 18:31:20,,,0.475,0.563
2021-05-06 18:31:25,,,0.475,0.654
2021-05-06 18:31:30,,,0.475,0.654
2021-05-06 18:31:35,,,0.475,0.654
2021-05-06 18:31:40,,,0.475,0.654
2021-05-06 18:31:45,,,0.475,0.654
2021-05-06 18:31:50,,,0.475,0.654
2021-05-06 18:31:55,,,0.475,0.749
2021-05-06 18:32:00,,,0.475,0.749
2021-05-06 18:32:05,,,0.475,0.749
2021-05-06 18:32:10,,,0.475,0.749
2021-05-06 18:32:15,,,0.475,0.749
2021-05-06 18:32:20,,,0.475,0.749
2021-05-06 18:32:25,,,0.475,0.810
2021-05-06 18:32:30,,,0.475,0.810
2021-05-06 18:32:35,,,0.475,0.810
2021-05-06 18:32:40,,,0.475,0.810
2021-05-06 18:32:45,,,0.475,0.810
2021-05-06 18:32:50,,,0.475,0.810
2021-05-06 18:32:55,,,0.475,0.891
2021-05-06 18:33:00,,,0.475,0.891
2021-05-06 18:33:05,,,0.475,0.891
2021-05-06 18:33:10,,,0.475,0.891
2021-05-06 18:33:15,,,0.475,0.891
2021-05-06 18:33:20,,,0.475,0.891
2021-05-06 18:33:25,,,0.475,0.949
2021-05-06 18:33:30,,,0.475,0.949
2021-05-06 18:33:35,,,0.880,0.949
2021-05-06 18:33:40,,,0.880,0.949
2021-05-06 18:33:45,,,0.880,0.949
2021-05-06 18:33:50,,,0.880,0.949
2021-05-06 18:33:55,,,0.880,1.02
2021-05-06 18:34:00,,,0.880,1.02
2021-05-06 18:34:05,,,0.880,1.02
2021-05-06 18:34:10,,,0.880,1.02
2021-05-06 18:34:15,,,0.880,1.02
2021-05-06 18:34:20,,,0.880,1.02
2021-05-06 18:34:25,,,0.880,1.07
2021-05-06 18:34:30,,,0.880,1.07
2021-05-06 18:34:35,,,0.880,1.07
2021-05-06 18:34:40,,,0.880,1.07
2021-05-06 18:34:45,,,0.880,1.07
2021-05-06 18:34:50,,,0.880,1.07
2021-05-06 18:34:55,,,0.880,1.15
2021-05-06 18:35:00,,,0.880,1.15
2021-05-06 18:35:05,,,0.880,1.15
2021-05-06 18:35:10,,,0.880,1.15
2021-05-06 18:35:15,,,0.880,1.15
2021-05-06 18:35:20,,,0.880,1.15
2021-05-06 18:35:25,,,0.880,1.21
2021-05-06 18:35:30,,,0.880,1.21
2021-05-06 18:35:35,,,0.880,1.21
2021-05-06 18:35:40,,,0.880,1.21
2021-05-06 18:35:45,,,0.880,1.21
2021-05-06 18:35:50,,,0.880,1.21
2021-05-06 18:35:55,,,0.880,1.26
2021-05-06 18:36:00,,,0.880,1.26
2021-05-06 18:36:05,,,0.880,1.26
2021-05-06 18:36:10,,,0.880,1.26
2021-05-06 18:36:15,,,0.880,1.26
2021-05-06 18:36:20,,,0.880,1.26
2021-05-06 18:36:25,,,0.880,1.32
