"Time","requests","limits","exponential","usage"
2021-05-23 22:54:45,,,,
2021-05-23 22:54:50,,,,
2021-05-23 22:54:55,,,,0.0313
2021-05-23 22:55:00,,,,0.0313
2021-05-23 22:55:05,,,,0.0313
2021-05-23 22:55:10,,,,0.0313
2021-05-23 22:55:15,,,0,0.0313
2021-05-23 22:55:20,,,0,0.0313
2021-05-23 22:55:25,,,0,0.0373
2021-05-23 22:55:30,,,0,0.0373
2021-05-23 22:55:35,,,0,0.0373
2021-05-23 22:55:40,,,0,0.0373
2021-05-23 22:55:45,,,0,0.0373
2021-05-23 22:55:50,,,0,0.0373
2021-05-23 22:55:55,,,0,0.0403
2021-05-23 22:56:00,,,0,0.0403
2021-05-23 22:56:05,,,0,0.0403
2021-05-23 22:56:10,,,0,0.0403
2021-05-23 22:56:15,,,0,0.0403
2021-05-23 22:56:20,,,0,0.0403
2021-05-23 22:56:25,,,0,0.0450
2021-05-23 22:56:30,,,0,0.0450
2021-05-23 22:56:35,,,0.0456,0.0450
2021-05-23 22:56:40,,,0.0456,0.0450
2021-05-23 22:56:45,,,0.0456,0.0450
2021-05-23 22:56:50,,,0.0456,0.0450
2021-05-23 22:56:55,,,0.0456,0.0500
2021-05-23 22:57:00,,,0.0456,0.0500
2021-05-23 22:57:05,,,0.0456,0.0500
2021-05-23 22:57:10,,,0.0456,0.0500
2021-05-23 22:57:15,,,0.0456,0.0500
2021-05-23 22:57:20,,,0.0456,0.0500
2021-05-23 22:57:25,,,0.0456,0.0642
2021-05-23 22:57:30,,,0.0456,0.0642
2021-05-23 22:57:35,,,0.0456,0.0642
2021-05-23 22:57:40,,,0.0456,0.0642
2021-05-23 22:57:45,,,0.0456,0.0642
2021-05-23 22:57:50,,,0.0456,0.0642
2021-05-23 22:57:55,,,0.0456,0.0929
2021-05-23 22:58:00,,,0.0456,0.0929
2021-05-23 22:58:05,,,0.0456,0.0929
2021-05-23 22:58:10,,,0.0456,0.0929
2021-05-23 22:58:15,,,0.0456,0.0929
2021-05-23 22:58:20,,,0.0456,0.0929
2021-05-23 22:58:25,,,0.0456,0.128
2021-05-23 22:58:30,,,0.0456,0.128
2021-05-23 22:58:35,,,0.0456,0.128
2021-05-23 22:58:40,,,0.0456,0.128
2021-05-23 22:58:45,,,0.0456,0.128
2021-05-23 22:58:50,,,0.0456,0.128
2021-05-23 22:58:55,,,0.0456,0.171
2021-05-23 22:59:00,,,0.0456,0.171
