"Time","requests","limits","exponential","usage"
2021-05-04 16:27:15,,,,
2021-05-04 16:27:20,,,,
2021-05-04 16:27:25,,,,
2021-05-04 16:27:30,,,0,
2021-05-04 16:27:35,,,0,
2021-05-04 16:27:40,,,0,
2021-05-04 16:27:45,,,0,
2021-05-04 16:27:50,,,0,
2021-05-04 16:27:55,,,0,0.0324
2021-05-04 16:28:00,,,0,0.0324
2021-05-04 16:28:05,,,0,0.0324
2021-05-04 16:28:10,,,0,0.0324
2021-05-04 16:28:15,,,0,0.0324
2021-05-04 16:28:20,,,0,0.0324
2021-05-04 16:28:25,,,0,0.0405
2021-05-04 16:28:30,,,0,0.0405
2021-05-04 16:28:35,,,0,0.0405
2021-05-04 16:28:40,,,0,0.0405
2021-05-04 16:28:45,,,0,0.0405
2021-05-04 16:28:50,,,0,0.0405
2021-05-04 16:28:55,,,0,0.0641
2021-05-04 16:29:00,,,0,0.0641
2021-05-04 16:29:05,,,0,0.0641
2021-05-04 16:29:10,,,0,0.0641
2021-05-04 16:29:15,,,0,0.0641
2021-05-04 16:29:20,,,0,0.0641
2021-05-04 16:29:25,,,0,0.0893
2021-05-04 16:29:30,,,0,0.0893
2021-05-04 16:29:35,,,0,0.0893
2021-05-04 16:29:40,,,0,0.0893
2021-05-04 16:29:45,,,0,0.0893
2021-05-04 16:29:50,,,0.0905,0.0893
2021-05-04 16:29:55,,,0.0905,0.131
2021-05-04 16:30:00,,,0.0905,0.131
2021-05-04 16:30:05,,,0.0905,0.131
2021-05-04 16:30:10,,,0.0905,0.131
2021-05-04 16:30:15,,,0.0905,0.131
2021-05-04 16:30:20,,,0.0905,0.131
2021-05-04 16:30:25,,,0.0905,0.175
2021-05-04 16:30:30,,,0.0905,0.175
2021-05-04 16:30:35,,,0.0905,0.175
2021-05-04 16:30:40,,,0.0905,0.175
2021-05-04 16:30:45,,,0.0905,0.175
2021-05-04 16:30:50,,,0.0905,0.175
2021-05-04 16:30:55,,,0.0905,0.228
2021-05-04 16:31:00,,,0.0905,0.228
2021-05-04 16:31:05,,,0.0905,0.228
2021-05-04 16:31:10,,,0.0905,0.228
2021-05-04 16:31:15,,,0.0905,0.228
2021-05-04 16:31:20,,,0.0905,0.228
2021-05-04 16:31:25,,,0.0905,0.287
2021-05-04 16:31:30,,,0.0905,0.287
2021-05-04 16:31:35,,,0.0905,0.287
2021-05-04 16:31:40,,,0.0905,0.287
2021-05-04 16:31:45,,,0.0905,0.287
2021-05-04 16:31:50,,,0.0905,0.287
2021-05-04 16:31:55,,,0.0905,0.361
2021-05-04 16:32:00,,,0.0905,0.361
2021-05-04 16:32:05,,,0.0905,0.361
2021-05-04 16:32:10,,,0.0905,0.361
2021-05-04 16:32:15,,,0.0905,0.361
2021-05-04 16:32:20,,,0.0905,0.361
2021-05-04 16:32:25,,,0.0905,0.428
2021-05-04 16:32:30,,,0.0905,0.428
2021-05-04 16:32:35,,,0.0905,0.428
2021-05-04 16:32:40,,,0.0905,0.428
2021-05-04 16:32:45,,,0.0905,0.428
2021-05-04 16:32:50,,,0.435,0.428
2021-05-04 16:32:55,,,0.435,0.507
2021-05-04 16:33:00,,,0.435,0.507
2021-05-04 16:33:05,,,0.435,0.507
2021-05-04 16:33:10,,,0.435,0.507
2021-05-04 16:33:15,,,0.435,0.507
2021-05-04 16:33:20,,,0.435,0.507
2021-05-04 16:33:25,,,0.435,0.599
2021-05-04 16:33:30,,,0.435,0.599
2021-05-04 16:33:35,,,0.435,0.599
2021-05-04 16:33:40,,,0.435,0.599
2021-05-04 16:33:45,,,0.435,0.599
2021-05-04 16:33:50,,,0.435,0.599
2021-05-04 16:33:55,,,0.435,0.685
2021-05-04 16:34:00,,,0.435,0.685
2021-05-04 16:34:05,,,0.435,0.685
2021-05-04 16:34:10,,,0.435,0.685
2021-05-04 16:34:15,,,0.435,0.685
2021-05-04 16:34:20,,,0.435,0.685
2021-05-04 16:34:25,,,0.435,0.752
2021-05-04 16:34:30,,,0.435,0.752
2021-05-04 16:34:35,,,0.435,0.752
2021-05-04 16:34:40,,,0.435,0.752
2021-05-04 16:34:45,,,0.435,0.752
2021-05-04 16:34:50,,,0.435,0.752
2021-05-04 16:34:55,,,0.435,0.831
2021-05-04 16:35:00,,,0.435,0.831
2021-05-04 16:35:05,,,0.435,0.831
2021-05-04 16:35:10,,,0.435,0.831
2021-05-04 16:35:15,,,0.435,0.831
2021-05-04 16:35:20,,,0.435,0.831
2021-05-04 16:35:25,,,0.435,0.904
2021-05-04 16:35:30,,,0.435,0.904
2021-05-04 16:35:35,,,0.435,0.904
2021-05-04 16:35:40,,,0.435,0.904
2021-05-04 16:35:45,,,0.435,0.904
2021-05-04 16:35:50,,,0.912,0.904
2021-05-04 16:35:55,,,0.912,0.991
2021-05-04 16:36:00,,,0.912,0.991
2021-05-04 16:36:05,,,0.912,0.991
2021-05-04 16:36:10,,,0.912,0.991
2021-05-04 16:36:15,,,0.912,0.991
2021-05-04 16:36:20,,,0.912,0.991
2021-05-04 16:36:25,,,0.912,1.06
2021-05-04 16:36:30,,,0.912,1.06
2021-05-04 16:36:35,,,0.912,1.06
2021-05-04 16:36:40,,,0.912,1.06
2021-05-04 16:36:45,,,0.912,1.06
2021-05-04 16:36:50,,,0.912,1.06
2021-05-04 16:36:55,,,0.912,1.13
2021-05-04 16:37:00,,,0.912,1.13
2021-05-04 16:37:05,,,0.912,1.13
2021-05-04 16:37:10,,,0.912,1.13
2021-05-04 16:37:15,,,0.912,1.13
2021-05-04 16:37:20,,,0.912,1.13
2021-05-04 16:37:25,,,0.912,1.21
2021-05-04 16:37:30,,,0.912,1.21
2021-05-04 16:37:35,,,0.912,1.21
2021-05-04 16:37:40,,,0.912,1.21
2021-05-04 16:37:45,,,0.912,1.21
2021-05-04 16:37:50,,,0.912,1.21
2021-05-04 16:37:55,,,0.912,1.24
2021-05-04 16:38:00,,,0.912,1.24
2021-05-04 16:38:05,,,0.912,1.24
2021-05-04 16:38:10,,,0.912,1.24
2021-05-04 16:38:15,,,0.912,1.24
2021-05-04 16:38:20,,,0.912,1.24
2021-05-04 16:38:25,,,0.912,1.31
2021-05-04 16:38:30,,,0.912,1.31
2021-05-04 16:38:35,,,0.912,1.31
2021-05-04 16:38:40,,,0.912,1.31
2021-05-04 16:38:45,,,0.912,1.31
2021-05-04 16:38:50,,,1.30,1.31
2021-05-04 16:38:55,,,1.30,1.39
2021-05-04 16:39:00,,,1.30,1.39
2021-05-04 16:39:05,,,1.30,1.39
2021-05-04 16:39:10,,,1.30,1.39
2021-05-04 16:39:15,,,1.30,1.39
2021-05-04 16:39:20,,,1.30,1.39
2021-05-04 16:39:25,,,1.30,1.46
2021-05-04 16:39:30,,,1.30,1.46
2021-05-04 16:39:35,,,1.30,1.46
2021-05-04 16:39:40,,,1.30,1.46
2021-05-04 16:39:45,,,1.30,1.46
2021-05-04 16:39:50,,,1.30,1.46
2021-05-04 16:39:55,,,1.30,1.51
2021-05-04 16:40:00,,,1.30,1.51
2021-05-04 16:40:05,,,1.30,1.51
2021-05-04 16:40:10,,,1.30,1.51
2021-05-04 16:40:15,,,1.30,1.51
2021-05-04 16:40:20,,,1.30,1.51
2021-05-04 16:40:25,,,1.30,1.55
2021-05-04 16:40:30,,,1.30,1.55
2021-05-04 16:40:35,,,1.30,1.55
2021-05-04 16:40:40,,,1.30,1.55
2021-05-04 16:40:45,,,1.30,1.55
2021-05-04 16:40:50,,,1.30,1.55
2021-05-04 16:40:55,,,1.30,1.61
