"Time","requests","limits","exponential","usage"
2021-05-11 10:32:30,,,0,
2021-05-11 10:32:35,,,0,
2021-05-11 10:32:40,,,0,
2021-05-11 10:32:45,,,0,
2021-05-11 10:32:50,,,0,
2021-05-11 10:32:55,,,0,0.0128
2021-05-11 10:33:00,,,0,0.0128
2021-05-11 10:33:05,,,0,0.0128
2021-05-11 10:33:10,,,0,0.0128
2021-05-11 10:33:15,,,0,0.0128
2021-05-11 10:33:20,,,0,0.0128
2021-05-11 10:33:25,,,0,0.0266
2021-05-11 10:33:30,,,0,0.0266
2021-05-11 10:33:35,,,0,0.0266
2021-05-11 10:33:40,,,0,0.0266
2021-05-11 10:33:45,,,0,0.0266
2021-05-11 10:33:50,,,0,0.0266
2021-05-11 10:33:55,,,0,0.0500
2021-05-11 10:34:00,,,0,0.0500
2021-05-11 10:34:05,,,0,0.0500
2021-05-11 10:34:10,,,0,0.0500
2021-05-11 10:34:15,,,0.0594,0.0500
2021-05-11 10:34:20,,,0.0594,0.0500
2021-05-11 10:34:25,,,0.0594,0.0849
2021-05-11 10:34:30,,,0.0594,0.0849
2021-05-11 10:34:35,,,0.0594,0.0849
2021-05-11 10:34:40,,,0.0594,0.0849
2021-05-11 10:34:45,,,0.0594,0.0849
2021-05-11 10:34:50,,,0.0594,0.0849
2021-05-11 10:34:55,,,0.0594,0.129
2021-05-11 10:35:00,,,0.0594,0.129
2021-05-11 10:35:05,,,0.0594,0.129
2021-05-11 10:35:10,,,0.0594,0.129
2021-05-11 10:35:15,,,0.0594,0.129
2021-05-11 10:35:20,,,0.0594,0.129
2021-05-11 10:35:25,,,0.0594,0.179
2021-05-11 10:35:30,,,0.0594,0.179
2021-05-11 10:35:35,,,0.0594,0.179
2021-05-11 10:35:40,,,0.0594,0.179
2021-05-11 10:35:45,,,0.0594,0.179
2021-05-11 10:35:50,,,0.0594,0.179
2021-05-11 10:35:55,,,0.0594,0.236
2021-05-11 10:36:00,,,0.0594,0.236
2021-05-11 10:36:05,,,0.0594,0.236
2021-05-11 10:36:10,,,0.0594,0.236
2021-05-11 10:36:15,,,0.0594,0.236
2021-05-11 10:36:20,,,0.0594,0.236
2021-05-11 10:36:25,,,0.0594,0.304
2021-05-11 10:36:30,,,0.0594,0.304
2021-05-11 10:36:35,,,0.0594,0.304
2021-05-11 10:36:40,,,0.0594,0.304
2021-05-11 10:36:45,,,0.299,0.304
2021-05-11 10:36:50,,,0.299,0.304
2021-05-11 10:36:55,,,0.299,0.377
2021-05-11 10:37:00,,,0.299,0.377
2021-05-11 10:37:05,,,0.299,0.377
2021-05-11 10:37:10,,,0.299,0.377
2021-05-11 10:37:15,,,0.299,0.377
2021-05-11 10:37:20,,,0.299,0.377
2021-05-11 10:37:25,,,0.299,0.454
2021-05-11 10:37:30,,,0.299,0.454
2021-05-11 10:37:35,,,0.299,0.454
2021-05-11 10:37:40,,,0.299,0.454
2021-05-11 10:37:45,,,0.299,0.454
2021-05-11 10:37:50,,,0.299,0.454
2021-05-11 10:37:55,,,0.299,0.534
2021-05-11 10:38:00,,,0.299,0.534
2021-05-11 10:38:05,,,0.299,0.534
2021-05-11 10:38:10,,,0.299,0.534
2021-05-11 10:38:15,,,0.299,0.534
2021-05-11 10:38:20,,,0.299,0.534
2021-05-11 10:38:25,,,0.299,0.621
2021-05-11 10:38:30,,,0.299,0.621
2021-05-11 10:38:35,,,0.299,0.621
2021-05-11 10:38:40,,,0.299,0.621
2021-05-11 10:38:45,,,0.299,0.621
2021-05-11 10:38:50,,,0.299,0.621
2021-05-11 10:38:55,,,0.299,0.711
2021-05-11 10:39:00,,,0.299,0.711
2021-05-11 10:39:05,,,0.299,0.711
2021-05-11 10:39:10,,,0.299,0.711
2021-05-11 10:39:15,,,0.706,0.711
2021-05-11 10:39:20,,,0.706,0.711
2021-05-11 10:39:25,,,0.706,0.767
2021-05-11 10:39:30,,,0.706,0.767
2021-05-11 10:39:35,,,0.706,0.767
2021-05-11 10:39:40,,,0.706,0.767
2021-05-11 10:39:45,,,0.706,0.767
2021-05-11 10:39:50,,,0.706,0.767
2021-05-11 10:39:55,,,0.706,0.855
2021-05-11 10:40:00,,,0.706,0.855
2021-05-11 10:40:05,,,0.706,0.855
2021-05-11 10:40:10,,,0.706,0.855
2021-05-11 10:40:15,,,0.706,0.855
2021-05-11 10:40:20,,,0.706,0.855
2021-05-11 10:40:25,,,0.706,0.920
2021-05-11 10:40:30,,,0.706,0.920
2021-05-11 10:40:35,,,0.706,0.920
2021-05-11 10:40:40,,,0.706,0.920
2021-05-11 10:40:45,,,0.706,0.920
2021-05-11 10:40:50,,,0.706,0.920
2021-05-11 10:40:55,,,0.706,0.998
2021-05-11 10:41:00,,,0.706,0.998
2021-05-11 10:41:05,,,0.706,0.998
2021-05-11 10:41:10,,,0.706,0.998
2021-05-11 10:41:15,,,0.706,0.998
2021-05-11 10:41:20,,,0.706,0.998
2021-05-11 10:41:25,,,0.706,1.05
2021-05-11 10:41:30,,,0.706,1.05
2021-05-11 10:41:35,,,0.706,1.05
2021-05-11 10:41:40,,,0.706,1.05
2021-05-11 10:41:45,,,1.05,1.05
2021-05-11 10:41:50,,,1.05,1.05
2021-05-11 10:41:55,,,1.05,1.14
2021-05-11 10:42:00,,,1.05,1.14
2021-05-11 10:42:05,,,1.05,1.14
2021-05-11 10:42:10,,,1.05,1.14
2021-05-11 10:42:15,,,1.05,1.14
2021-05-11 10:42:20,,,1.05,1.14
2021-05-11 10:42:25,,,1.05,1.20
2021-05-11 10:42:30,,,1.05,1.20
2021-05-11 10:42:35,,,1.05,1.20
2021-05-11 10:42:40,,,1.05,1.20
2021-05-11 10:42:45,,,1.05,1.20
2021-05-11 10:42:50,,,1.05,1.20
2021-05-11 10:42:55,,,1.05,1.26
2021-05-11 10:43:00,,,1.05,1.26
2021-05-11 10:43:05,,,1.05,1.26
2021-05-11 10:43:10,,,1.05,1.26
2021-05-11 10:43:15,,,1.05,1.26
2021-05-11 10:43:20,,,1.05,1.26
2021-05-11 10:43:25,,,1.05,1.31
2021-05-11 10:43:30,,,1.05,1.31
2021-05-11 10:43:35,,,1.05,1.31
2021-05-11 10:43:40,,,1.05,1.31
2021-05-11 10:43:45,,,1.05,1.31
2021-05-11 10:43:50,,,1.05,1.31
2021-05-11 10:43:55,,,1.05,1.40
2021-05-11 10:44:00,,,1.05,1.40
2021-05-11 10:44:05,,,1.05,1.40
2021-05-11 10:44:10,,,1.05,1.40
2021-05-11 10:44:15,,,1.38,1.40
2021-05-11 10:44:20,,,1.38,1.40
2021-05-11 10:44:25,,,1.38,1.44
2021-05-11 10:44:30,,,1.38,1.44
2021-05-11 10:44:35,,,1.38,1.44
2021-05-11 10:44:40,,,1.38,1.44
2021-05-11 10:44:45,,,1.38,1.44
2021-05-11 10:44:50,,,1.38,1.44
2021-05-11 10:44:55,,,1.38,1.52
2021-05-11 10:45:00,,,1.38,1.52
2021-05-11 10:45:05,,,1.38,1.52
2021-05-11 10:45:10,,,1.38,1.52
2021-05-11 10:45:15,,,1.38,1.52
2021-05-11 10:45:20,,,1.38,1.52
2021-05-11 10:45:25,,,1.38,1.57
2021-05-11 10:45:30,,,1.38,1.57
2021-05-11 10:45:35,,,1.38,1.57
2021-05-11 10:45:40,,,1.38,1.57
2021-05-11 10:45:45,,,1.38,1.57
2021-05-11 10:45:50,,,1.38,1.57
2021-05-11 10:45:55,,,1.38,1.66
2021-05-11 10:46:00,,,1.38,1.66
2021-05-11 10:46:05,,,1.38,1.66
2021-05-11 10:46:10,,,1.38,1.66
2021-05-11 10:46:15,,,1.38,1.66
2021-05-11 10:46:20,,,1.38,1.66
2021-05-11 10:46:25,,,1.38,1.71
2021-05-11 10:46:30,,,1.38,1.71
2021-05-11 10:46:35,,,1.38,1.71
2021-05-11 10:46:40,,,1.38,1.71
2021-05-11 10:46:45,,,1.63,1.71
2021-05-11 10:46:50,,,1.63,1.71
2021-05-11 10:46:55,,,1.63,1.80
2021-05-11 10:47:00,,,1.63,1.80
2021-05-11 10:47:05,,,1.63,1.80
2021-05-11 10:47:10,,,1.63,1.80
2021-05-11 10:47:15,,,1.63,1.80
2021-05-11 10:47:20,,,1.63,1.80
2021-05-11 10:47:25,,,1.63,1.80
2021-05-11 10:47:30,,,1.63,1.80
2021-05-11 10:47:35,,,1.63,1.80
2021-05-11 10:47:40,,,1.63,1.80
2021-05-11 10:47:45,,,1.63,1.80
2021-05-11 10:47:50,,,1.63,1.80
2021-05-11 10:47:55,,,1.63,1.91
2021-05-11 10:48:00,,,1.63,1.91
2021-05-11 10:48:05,,,1.63,1.91
2021-05-11 10:48:10,,,1.63,1.91
2021-05-11 10:48:15,,,1.63,1.91
2021-05-11 10:48:20,,,1.63,1.91
2021-05-11 10:48:25,,,1.63,1.92
2021-05-11 10:48:30,,,1.63,1.92
2021-05-11 10:48:35,,,1.63,1.92
2021-05-11 10:48:40,,,1.63,1.92
2021-05-11 10:48:45,,,1.63,1.92
