"Time","requests","limits","usage"
2021-04-30 12:26:00,1.27,2.33,
2021-04-30 12:26:05,1.27,2.33,
2021-04-30 12:26:10,1.27,2.33,
2021-04-30 12:26:15,1.27,2.33,
2021-04-30 12:26:20,1.27,2.33,
2021-04-30 12:26:25,1.27,2.33,0.0333
2021-04-30 12:26:30,1.27,2.33,0.0333
2021-04-30 12:26:35,1.27,2.33,0.0333
2021-04-30 12:26:40,1.27,2.33,0.0333
2021-04-30 12:26:45,1.27,2.33,0.0333
2021-04-30 12:26:50,1.27,2.33,0.0333
2021-04-30 12:26:55,1.27,2.33,0.0471
2021-04-30 12:27:00,1.27,2.33,0.0471
2021-04-30 12:27:05,1.27,2.33,0.0471
2021-04-30 12:27:10,1.27,2.33,0.0471
2021-04-30 12:27:15,1.27,2.33,0.0471
2021-04-30 12:27:20,0.525,0.994,0.0471
2021-04-30 12:27:25,0.525,0.994,
2021-04-30 12:27:30,0.525,0.994,
2021-04-30 12:27:35,0.525,0.994,
2021-04-30 12:27:40,0.525,0.994,
2021-04-30 12:27:45,0.525,0.994,
2021-04-30 12:27:50,0.525,0.994,
2021-04-30 12:27:55,0.525,0.994,0.0436
2021-04-30 12:28:00,0.525,0.994,0.0436
2021-04-30 12:28:05,0.525,0.994,0.0436
2021-04-30 12:28:10,0.525,0.994,0.0436
2021-04-30 12:28:15,0.525,0.994,0.0436
2021-04-30 12:28:20,0.525,0.994,0.0436
2021-04-30 12:28:25,0.525,0.994,0.0547
2021-04-30 12:28:30,0.525,0.994,0.0547
2021-04-30 12:28:35,0.525,0.994,0.0547
2021-04-30 12:28:40,0.525,0.994,0.0547
2021-04-30 12:28:45,0.525,0.994,0.0547
2021-04-30 12:28:50,0.525,0.994,0.0547
2021-04-30 12:28:55,0.525,0.994,0.0721
2021-04-30 12:29:00,0.525,0.994,0.0721
2021-04-30 12:29:05,0.525,0.994,0.0721
2021-04-30 12:29:10,0.525,0.994,0.0721
2021-04-30 12:29:15,0.525,0.994,0.0721
2021-04-30 12:29:20,0.525,0.994,0.0721
2021-04-30 12:29:25,0.525,0.994,0.118
2021-04-30 12:29:30,0.525,0.994,0.118
2021-04-30 12:29:35,0.525,0.994,0.118
2021-04-30 12:29:40,0.525,0.994,0.118
2021-04-30 12:29:45,0.525,0.994,0.118
2021-04-30 12:29:50,0.525,0.994,0.118
2021-04-30 12:29:55,0.525,0.994,0.132
2021-04-30 12:30:00,0.525,0.994,0.132
2021-04-30 12:30:05,0.525,0.994,0.132
2021-04-30 12:30:10,0.525,0.994,0.132
2021-04-30 12:30:15,0.525,0.994,0.132
2021-04-30 12:30:20,0.525,0.994,0.132
2021-04-30 12:30:25,0.525,0.994,0.167
2021-04-30 12:30:30,0.525,0.994,0.167
2021-04-30 12:30:35,0.525,0.994,0.167
2021-04-30 12:30:40,0.525,0.994,0.167
2021-04-30 12:30:45,0.525,0.994,0.167
2021-04-30 12:30:50,0.525,0.994,0.167
2021-04-30 12:30:55,0.525,0.994,0.184
2021-04-30 12:31:00,0.525,0.994,0.184
2021-04-30 12:31:05,0.525,0.994,0.184
2021-04-30 12:31:10,0.525,0.994,0.184
2021-04-30 12:31:15,0.525,0.994,0.184
2021-04-30 12:31:20,0.525,0.994,0.184
2021-04-30 12:31:25,0.525,0.994,0.228
2021-04-30 12:31:30,0.525,0.994,0.228
2021-04-30 12:31:35,0.525,0.994,0.228
2021-04-30 12:31:40,0.525,0.994,0.228
2021-04-30 12:31:45,0.525,0.994,0.228
2021-04-30 12:31:50,0.525,0.994,0.228
2021-04-30 12:31:55,0.525,0.994,0.248
2021-04-30 12:32:00,0.525,0.994,0.248
2021-04-30 12:32:05,0.525,0.994,0.248
2021-04-30 12:32:10,0.525,0.994,0.248
2021-04-30 12:32:15,0.525,0.994,0.248
2021-04-30 12:32:20,1.14,1.96,0.248
2021-04-30 12:32:25,1.14,1.96,0.0684
2021-04-30 12:32:30,1.14,1.96,0.0684
2021-04-30 12:32:35,1.14,1.96,0.0684
2021-04-30 12:32:40,1.14,1.96,0.0684
