"Time","P50","P95"
2021-04-30 12:26:00,0,0
2021-04-30 12:26:05,0,0
2021-04-30 12:26:10,0,0
2021-04-30 12:26:15,24,24
2021-04-30 12:26:20,11,92
2021-04-30 12:26:25,10,110
2021-04-30 12:26:30,9,110
2021-04-30 12:26:35,8,18
2021-04-30 12:26:40,8,16
2021-04-30 12:26:45,8,22
2021-04-30 12:26:50,8,11
2021-04-30 12:26:55,7,17
2021-04-30 12:27:00,7,17
2021-04-30 12:27:05,7,20
2021-04-30 12:27:10,7,5000
2021-04-30 12:27:15,5000,5000
2021-04-30 12:27:20,5000,5000
2021-04-30 12:27:25,5000,5000
2021-04-30 12:27:30,3600,5000
2021-04-30 12:27:35,30,5000
2021-04-30 12:27:40,4,980
2021-04-30 12:27:45,3,860
2021-04-30 12:27:50,3,940
2021-04-30 12:27:55,3,1000
2021-04-30 12:28:00,3,1000
2021-04-30 12:28:05,3,740
2021-04-30 12:28:10,4,680
2021-04-30 12:28:15,3,1000
2021-04-30 12:28:20,3,1000
2021-04-30 12:28:25,4,150
2021-04-30 12:28:30,5,1000
2021-04-30 12:28:35,6,1000
2021-04-30 12:28:40,3,1000
2021-04-30 12:28:45,3,110
2021-04-30 12:28:50,3,280
2021-04-30 12:28:55,3,290
2021-04-30 12:29:00,50,470
2021-04-30 12:29:05,42,700
2021-04-30 12:29:10,3,290
2021-04-30 12:29:15,4,200
2021-04-30 12:29:20,3,190
2021-04-30 12:29:25,83,1100
2021-04-30 12:29:30,110,450
2021-04-30 12:29:35,100,510
2021-04-30 12:29:40,79,480
2021-04-30 12:29:45,83,430
2021-04-30 12:29:50,140,820
2021-04-30 12:29:55,120,840
2021-04-30 12:30:00,110,670
2021-04-30 12:30:05,120,590
2021-04-30 12:30:10,100,420
2021-04-30 12:30:15,61,330
2021-04-30 12:30:20,67,550
2021-04-30 12:30:25,250,1400
2021-04-30 12:30:30,300,1300
2021-04-30 12:30:35,250,3100
2021-04-30 12:30:40,270,1100
2021-04-30 12:30:45,240,790
2021-04-30 12:30:50,260,920
2021-04-30 12:30:55,260,1100
2021-04-30 12:31:00,280,1400
2021-04-30 12:31:05,330,1700
2021-04-30 12:31:10,320,5000
2021-04-30 12:31:15,210,5000
2021-04-30 12:31:20,340,3800
2021-04-30 12:31:25,660,1600
2021-04-30 12:31:30,760,1700
2021-04-30 12:31:35,600,1800
2021-04-30 12:31:40,400,1700
2021-04-30 12:31:45,700,1900
2021-04-30 12:31:50,810,2000
2021-04-30 12:31:55,790,1900
2021-04-30 12:32:00,780,2400
2021-04-30 12:32:05,1100,3000
2021-04-30 12:32:10,2700,7200
2021-04-30 12:32:15,5000,7200
2021-04-30 12:32:20,5000,5000
2021-04-30 12:32:25,6,5000
2021-04-30 12:32:30,3,5000
2021-04-30 12:32:35,58,2800
2021-04-30 12:32:40,1000,1700
2021-04-30 12:32:45,1300,3100
2021-04-30 12:32:50,1600,4400
2021-04-30 12:32:55,1500,4500
2021-04-30 12:33:00,1400,2300
2021-04-30 12:33:05,1600,2300
2021-04-30 12:33:10,1500,2300
2021-04-30 12:33:15,1300,2100
2021-04-30 12:33:20,1300,2400
2021-04-30 12:33:25,2100,4600
2021-04-30 12:33:30,2300,4700
2021-04-30 12:33:35,2100,4600
2021-04-30 12:33:40,1800,4800
2021-04-30 12:33:45,1600,2900
2021-04-30 12:33:50,1600,2800
2021-04-30 12:33:55,1900,3300
2021-04-30 12:34:00,1900,3000
2021-04-30 12:34:05,2100,2900
2021-04-30 12:34:10,2200,3900
2021-04-30 12:34:15,2300,4200
2021-04-30 12:34:20,2400,4600
2021-04-30 12:34:25,2800,5000
2021-04-30 12:34:30,3100,4500
2021-04-30 12:34:35,2900,4500
2021-04-30 12:34:40,2300,3700
2021-04-30 12:34:45,2100,3100
2021-04-30 12:34:50,2100,3200
2021-04-30 12:34:55,3200,5000
2021-04-30 12:35:00,3400,5000
2021-04-30 12:35:05,3400,5000
2021-04-30 12:35:10,3400,5000
2021-04-30 12:35:15,2400,4400
2021-04-30 12:35:20,2400,4100
2021-04-30 12:35:25,2900,5000
2021-04-30 12:35:30,3400,5000
2021-04-30 12:35:35,3900,5200
2021-04-30 12:35:40,3100,5000
2021-04-30 12:35:45,2500,5000
2021-04-30 12:35:50,2600,4600
2021-04-30 12:35:55,3300,5000
2021-04-30 12:36:00,3600,5000
2021-04-30 12:36:05,3600,5000
2021-04-30 12:36:10,3500,5000
2021-04-30 12:36:15,3400,5000
2021-04-30 12:36:20,3500,5000
2021-04-30 12:36:25,3900,5000
2021-04-30 12:36:30,4300,5100
2021-04-30 12:36:35,4300,5100
2021-04-30 12:36:40,4500,5100
2021-04-30 12:36:45,4400,5100
2021-04-30 12:36:50,4300,5100
2021-04-30 12:36:55,4200,5200
2021-04-30 12:37:00,5000,5300
2021-04-30 12:37:05,5000,5300
2021-04-30 12:37:10,4800,5200
2021-04-30 12:37:15,4900,5200
2021-04-30 12:37:20,4700,5200
2021-04-30 12:37:25,4400,5100
2021-04-30 12:37:30,4500,5200
2021-04-30 12:37:35,4600,5200
2021-04-30 12:37:40,5000,5300
2021-04-30 12:37:45,5000,5200
2021-04-30 12:37:50,5000,5100
2021-04-30 12:37:55,5000,5100
2021-04-30 12:38:00,5000,5200
2021-04-30 12:38:05,5000,5200
2021-04-30 12:38:10,5000,5300
2021-04-30 12:38:15,5000,5200
2021-04-30 12:38:20,5000,5100
2021-04-30 12:38:25,5000,5100
2021-04-30 12:38:30,5000,5200
2021-04-30 12:38:35,5000,5200
2021-04-30 12:38:40,5000,5200
2021-04-30 12:38:45,4900,5100
2021-04-30 12:38:50,5000,5100
2021-04-30 12:38:55,5000,5100
2021-04-30 12:39:00,5000,5100
2021-04-30 12:39:05,5000,5200
2021-04-30 12:39:10,5000,5200
2021-04-30 12:39:15,5000,5100
2021-04-30 12:39:20,5000,5100
2021-04-30 12:39:25,5000,5100
2021-04-30 12:39:30,5000,5100
2021-04-30 12:39:35,5000,5100
2021-04-30 12:39:40,5000,5100
2021-04-30 12:39:45,5000,5100
2021-04-30 12:39:50,5000,5100
2021-04-30 12:39:55,5000,5100
2021-04-30 12:40:00,5000,5100
2021-04-30 12:40:05,5000,5100
2021-04-30 12:40:10,5500,9600
2021-04-30 12:40:15,5000,9600
2021-04-30 12:40:20,5000,5000
2021-04-30 12:40:25,5000,5000
2021-04-30 12:40:30,930,5000
2021-04-30 12:40:35,330,900
2021-04-30 12:40:40,350,630
2021-04-30 12:40:45,410,670
2021-04-30 12:40:50,440,820
2021-04-30 12:40:55,540,910
2021-04-30 12:41:00,740,1100
2021-04-30 12:41:05,850,1200
2021-04-30 12:41:10,800,1200
2021-04-30 12:41:15,680,1000
2021-04-30 12:41:20,840,1300
2021-04-30 12:41:25,1000,1500
2021-04-30 12:41:30,1100,1400
2021-04-30 12:41:35,1000,1300
2021-04-30 12:41:40,860,1200
2021-04-30 12:41:45,870,1200
2021-04-30 12:41:50,970,1300
2021-04-30 12:41:55,1000,1500
2021-04-30 12:42:00,1100,1500
2021-04-30 12:42:05,1200,1500
2021-04-30 12:42:10,1200,1600
2021-04-30 12:42:15,1000,1400
2021-04-30 12:42:20,900,1200
2021-04-30 12:42:25,1000,1500
2021-04-30 12:42:30,1300,1700
2021-04-30 12:42:35,1300,1700
2021-04-30 12:42:40,1300,1700
2021-04-30 12:42:45,1100,1400
2021-04-30 12:42:50,1200,1700
2021-04-30 12:42:55,1500,1800
2021-04-30 12:43:00,1300,1800
2021-04-30 12:43:05,1400,1800
2021-04-30 12:43:10,1400,1800
2021-04-30 12:43:15,1200,1700
2021-04-30 12:43:20,1200,1500
2021-04-30 12:43:25,1200,1500
2021-04-30 12:43:30,1400,1800
2021-04-30 12:43:35,1500,1900
2021-04-30 12:43:40,1500,2000
2021-04-30 12:43:45,1400,1900
2021-04-30 12:43:50,1200,1700
2021-04-30 12:43:55,1400,1800
2021-04-30 12:44:00,1500,1900
2021-04-30 12:44:05,1500,1800
2021-04-30 12:44:10,1600,2000
2021-04-30 12:44:15,1600,2000
2021-04-30 12:44:20,1500,1800
2021-04-30 12:44:25,1500,1900
2021-04-30 12:44:30,1500,1900
2021-04-30 12:44:35,1400,1800
2021-04-30 12:44:40,1400,1700
2021-04-30 12:44:45,1300,1700
2021-04-30 12:44:50,1300,1700
2021-04-30 12:44:55,1300,1600
2021-04-30 12:45:00,1400,1900
2021-04-30 12:45:05,1700,2100
2021-04-30 12:45:10,1700,2200
2021-04-30 12:45:15,1600,2000
2021-04-30 12:45:20,1300,1800
2021-04-30 12:45:25,1300,1700
2021-04-30 12:45:30,1400,1800
2021-04-30 12:45:35,1500,1800
2021-04-30 12:45:40,1600,1800
2021-04-30 12:45:45,1500,1800
2021-04-30 12:45:50,1200,1700
2021-04-30 12:45:55,1300,1800
2021-04-30 12:46:00,1700,2100
2021-04-30 12:46:05,1600,2000
2021-04-30 12:46:10,1600,1900
2021-04-30 12:46:15,1500,1900
