"Time","limits","requests","usage"
2021-03-03 11:47:20,2128609280,1166016512,335769600
2021-03-03 11:47:25,2128609280,1166016512,335769600
2021-03-03 11:47:30,2128609280,1166016512,335769600
2021-03-03 11:47:35,2128609280,1166016512,335769600
2021-03-03 11:47:40,2128609280,1166016512,306610176
2021-03-03 11:47:45,2128609280,1166016512,306610176
2021-03-03 11:47:50,2128609280,1166016512,306610176
2021-03-03 11:47:55,2128609280,1166016512,306610176
2021-03-03 11:48:00,2128609280,1166016512,306610176
2021-03-03 11:48:05,2128609280,1166016512,306610176
2021-03-03 11:48:10,2128609280,1166016512,308609024
2021-03-03 11:48:15,2128609280,1166016512,308609024
2021-03-03 11:48:20,2128609280,1166016512,308609024
2021-03-03 11:48:25,2128609280,1166016512,308609024
2021-03-03 11:48:30,2128609280,1166016512,308609024
2021-03-03 11:48:35,2128609280,1166016512,308609024
2021-03-03 11:48:40,2128609280,1166016512,318193664
2021-03-03 11:48:45,2128609280,1166016512,318193664
2021-03-03 11:48:50,2128609280,1166016512,318193664
2021-03-03 11:48:55,2128609280,1166016512,318193664
2021-03-03 11:49:00,2128609280,1166016512,318193664
2021-03-03 11:49:05,2128609280,1166016512,318193664
2021-03-03 11:49:10,2128609280,1166016512,327757824
2021-03-03 11:49:15,2128609280,1166016512,327757824
2021-03-03 11:49:20,2128609280,1166016512,327757824
2021-03-03 11:49:25,2128609280,1166016512,327757824
2021-03-03 11:49:30,2128609280,1166016512,327757824
2021-03-03 11:49:35,2128609280,1166016512,327757824
2021-03-03 11:49:40,2128609280,1166016512,331268096
2021-03-03 11:49:45,2128609280,1166016512,331268096
2021-03-03 11:49:50,2128609280,1166016512,331268096
2021-03-03 11:49:55,2128609280,1166016512,331268096
2021-03-03 11:50:00,2128609280,1166016512,331268096
2021-03-03 11:50:05,2128609280,1166016512,331268096
2021-03-03 11:50:10,2128609280,1166016512,341811200
2021-03-03 11:50:15,2128609280,1166016512,341811200
2021-03-03 11:50:20,2128609280,1166016512,341811200
2021-03-03 11:50:25,2128609280,1166016512,341811200
2021-03-03 11:50:30,2128609280,1166016512,341811200
2021-03-03 11:50:35,2128609280,1166016512,341811200
2021-03-03 11:50:40,2128609280,1166016512,346193920
2021-03-03 11:50:45,2128609280,1166016512,346193920
2021-03-03 11:50:50,2128609280,1166016512,346193920
2021-03-03 11:50:55,2128609280,1166016512,346193920
